text,source,category,sentiment_score,word_count,char_count,has_images,has_videos,readability_score,num_shares,num_comments,political_bias,fact_check_rating,is_satirical,trust_score,source_reputation,clickbait_score,plagiarism_score,label
1008,12,4,0,450,2378,1,0,30,21935,400,0,2,0,98,5,0,35,1
1009,8,1,0,795,4441,0,1,52,33203,506,2,2,0,91,2,0,59,0
1010,7,2,0,504,7400,0,1,67,16963,712,1,2,0,80,8,0,95,0
1011,7,3,0,131,5576,0,1,71,19375,470,2,0,0,85,3,0,91,1
1013,10,5,0,469,4607,1,0,60,7216,140,1,1,1,65,5,0,23,1
1014,9,4,0,917,6997,1,0,56,15824,554,0,0,1,25,10,0,2,1
1015,2,1,0,555,2930,1,1,57,14905,145,0,1,0,5,10,0,25,1
1016,0,0,0,200,6462,0,0,47,3371,151,1,2,1,69,3,0,51,0
1017,10,2,0,455,7720,0,0,45,30116,558,2,2,1,3,10,0,28,1
1018,2,2,0,485,7929,0,1,32,36567,876,1,0,0,69,10,0,14,0
1019,8,2,0,317,7340,0,1,43,39514,576,1,0,0,42,7,0,9,0
1020,10,1,0,121,4212,0,0,61,25921,908,2,0,0,90,2,0,78,0
1021,6,3,0,681,1910,1,0,31,34217,464,0,0,0,30,6,0,17,0
1022,10,1,0,453,7807,1,1,77,47564,87,2,2,1,47,1,0,57,1
1024,8,3,0,694,1706,1,1,46,41249,627,1,2,0,25,8,0,61,1
1025,10,4,0,1488,4411,0,1,56,29715,893,1,0,0,69,1,0,40,1
1026,10,3,0,1185,6987,1,1,35,27588,179,0,0,1,6,6,0,48,0
1027,12,3,0,199,1280,0,1,37,49364,269,2,0,0,83,2,0,5,0
1028,2,0,0,260,6206,0,0,40,16093,502,0,1,1,59,5,0,72,1
1029,6,3,0,1335,6466,1,0,73,45909,968,0,0,0,83,2,0,79,0
1030,3,5,0,501,5870,0,0,55,4869,639,1,2,1,53,10,0,14,0
1031,4,0,0,1476,583,0,1,49,14121,406,2,1,0,80,8,0,33,1
1032,6,3,0,151,1259,0,1,40,38269,328,1,1,1,26,1,0,93,0
1033,10,0,0,1379,7759,1,0,45,20903,158,0,2,0,31,10,0,96,1
1035,0,1,0,361,5113,1,0,77,46988,602,2,2,1,87,8,0,8,0
1036,1,2,0,480,7682,0,0,50,36942,809,1,0,1,96,1,0,30,1
1037,2,3,0,1395,560,1,1,66,30147,214,1,2,0,43,2,0,56,0
1038,4,5,0,754,2978,1,0,66,12548,784,0,1,0,80,4,0,83,0
1039,11,2,0,919,6864,0,0,64,22587,779,1,2,0,43,7,0,57,1
1040,6,2,0,383,5522,0,0,77,18149,715,2,1,0,42,7,0,15,1
1041,12,4,0,614,6146,1,1,77,17582,103,2,2,0,75,9,0,96,0
1042,10,5,0,464,6373,0,1,31,25504,869,1,1,0,60,2,0,58,0
1043,5,0,0,634,6717,1,0,69,36940,994,2,1,0,42,9,0,60,0
1044,1,1,0,492,6250,0,0,33,1236,971,0,2,1,28,2,0,98,0
1046,12,2,0,919,519,1,1,58,34408,108,2,1,1,84,5,0,23,0
1047,8,3,0,106,3151,0,0,71,43382,518,2,0,1,99,6,0,57,0
1048,5,3,0,718,2578,1,1,40,24645,205,1,0,0,57,8,0,10,1
1049,6,0,0,461,6223,0,1,51,18318,144,0,2,0,97,7,0,13,0
1050,12,3,0,474,6337,0,0,58,45177,352,0,1,1,21,7,0,85,1
1051,2,1,0,567,5616,1,1,62,24499,619,1,2,1,80,10,0,81,0
1052,8,2,0,335,6472,1,0,57,6195,255,1,1,1,68,10,0,6,1
1053,3,4,0,317,4643,1,0,45,10059,861,0,2,0,66,7,0,20,1
1054,7,3,0,740,6018,1,0,59,21338,616,1,0,0,60,4,0,5,1
1055,3,3,0,277,5415,0,0,71,13637,73,0,2,0,11,5,0,77,1
1057,10,5,0,342,4994,1,0,57,38169,128,1,1,1,69,1,0,81,1
1058,9,3,0,1028,1434,1,0,54,25101,28,2,2,0,71,1,0,29,0
1059,2,0,0,765,554,0,0,69,11538,165,0,0,1,33,9,0,54,0
1060,7,1,0,1412,4956,1,0,74,47471,547,2,2,0,91,8,0,73,0
1061,2,2,0,567,1353,1,1,32,47237,254,2,1,0,39,3,0,14,0
1062,9,5,0,655,1556,0,1,76,13105,337,1,0,1,35,7,0,25,0
1063,7,3,0,1212,6712,0,0,41,26111,136,1,1,0,98,2,0,25,1
1064,4,5,0,298,2579,0,1,44,41801,306,1,1,0,60,1,0,98,0
1065,12,0,0,1357,1557,1,1,68,16658,86,1,1,1,38,8,0,44,0
1066,6,1,0,1037,5967,1,1,46,21269,164,0,0,0,59,1,0,62,0
1068,6,1,0,877,2352,0,0,50,27604,304,0,2,1,77,7,0,85,1
1069,11,3,0,1048,7749,1,0,74,49181,931,1,1,0,87,9,0,98,0
1070,6,0,0,589,795,1,1,55,9951,794,2,0,0,7,6,0,16,0
1071,8,1,0,467,3159,1,1,30,45626,819,0,0,0,10,8,0,17,0
1072,7,3,0,829,1939,0,0,42,34515,715,2,0,0,9,7,0,20,0
1073,1,4,0,455,1946,0,1,77,19053,158,1,1,1,30,8,0,9,1
1074,9,0,0,1294,3906,0,1,33,32926,269,1,2,0,9,10,0,58,0
1075,2,1,0,717,4233,1,0,50,1732,167,1,1,1,59,1,0,2,0
1076,1,5,0,177,3720,0,0,51,42560,52,0,2,0,23,9,0,23,1
1077,12,3,0,1351,2299,0,1,32,13055,48,1,2,0,35,10,0,40,1
1079,2,0,0,943,2647,0,0,73,36897,203,0,1,1,26,3,0,47,1
1080,2,2,0,1249,4415,1,0,41,12140,87,0,1,1,98,3,0,98,1
1081,6,5,0,120,6418,1,1,72,28769,671,2,0,1,67,1,0,93,1
1082,9,0,0,517,3768,0,1,64,6825,380,0,1,0,45,1,0,9,1
1083,9,3,0,1374,4253,1,1,43,18487,437,1,0,0,12,9,0,31,0
1084,4,3,0,1153,6691,1,0,58,45684,777,1,0,0,74,8,0,59,1
1085,3,0,0,1181,5507,1,0,39,45522,497,1,1,0,39,7,0,21,1
1086,11,4,0,1144,1763,0,1,69,6447,323,0,1,1,52,5,0,44,0
1087,4,1,0,926,4144,0,0,66,16059,978,1,0,1,100,2,0,83,1
1088,6,3,0,160,5595,0,1,44,19488,915,1,2,1,97,3,0,67,1
1090,6,2,0,384,593,0,1,37,30666,230,0,1,1,80,2,0,89,1
1091,8,3,0,1187,1392,1,0,55,39578,755,0,2,0,62,5,0,70,0
1092,2,3,0,441,3341,0,1,64,43505,584,2,0,1,47,3,0,21,1
1093,0,5,0,594,4943,0,0,52,42187,939,1,2,0,5,3,0,30,0
1094,8,1,0,1112,4207,1,0,41,2107,439,2,2,1,94,4,0,86,0
1095,10,3,0,117,1148,0,0,39,48786,680,2,0,0,39,1,0,46,1
1096,2,2,0,1469,3978,1,0,75,37061,603,1,2,1,41,6,0,65,0
1097,6,2,0,582,624,0,1,44,8853,261,2,2,1,85,10,0,66,1
1098,3,4,0,224,4531,1,0,64,49891,271,1,0,0,84,2,0,19,0
1099,5,4,0,993,1514,0,1,45,25837,450,0,1,1,90,9,0,88,1
1101,1,4,0,524,3027,0,1,59,33357,325,1,1,0,37,8,0,23,1
1102,7,5,0,655,2805,1,1,50,37309,897,2,0,0,14,5,0,84,0
1103,2,0,0,515,6243,1,1,67,29175,386,1,1,1,11,3,0,26,1
1104,10,0,0,1332,4568,0,1,45,31333,210,0,1,0,96,7,0,68,1
1105,1,2,0,1193,3646,0,0,30,37725,756,0,0,1,33,3,0,1,1
1106,7,4,0,811,1075,1,0,35,27573,68,2,2,0,76,7,0,88,0
1107,9,0,0,418,6143,1,1,57,39916,26,0,1,1,48,4,0,66,0
1108,6,4,0,350,5766,0,1,48,32314,301,0,2,0,34,3,0,71,0
1109,11,1,0,948,3747,0,0,58,7886,678,2,0,1,87,9,0,48,0
1110,0,4,0,1078,4770,1,1,48,35395,325,0,1,0,69,3,0,92,1
1114,7,5,0,1087,1546,0,1,77,48052,243,0,0,1,87,2,0,89,1
1115,1,1,0,465,6671,0,1,45,30778,616,0,0,0,43,8,0,42,1
1116,2,1,0,956,4875,0,1,71,40381,908,0,1,1,64,3,0,0,1
1117,2,5,0,295,5581,1,1,44,5408,913,1,2,1,58,7,0,46,1
1118,9,4,0,1426,3962,0,0,53,44126,778,1,1,0,20,4,0,16,1
1119,5,1,0,816,7880,1,1,71,27596,523,2,1,0,58,2,0,11,0
1120,11,1,0,1245,933,1,0,51,36703,84,1,0,1,82,9,0,61,0
1121,5,2,0,788,7918,0,1,53,25167,75,2,0,1,87,2,0,45,1
1122,0,4,0,1044,4812,1,0,57,9991,526,2,2,1,55,9,0,92,0
1123,8,0,0,1202,7065,1,1,39,32608,468,1,2,0,99,6,0,76,0
1125,7,4,0,299,1655,1,1,37,14721,915,0,1,0,31,9,0,76,1
1126,0,5,0,1413,1724,0,1,55,32438,657,0,0,1,64,9,0,76,0
1127,2,5,0,693,6639,1,1,65,30403,610,0,2,1,40,8,0,44,1
1128,4,3,0,996,1606,1,0,40,48358,778,1,0,0,34,7,0,22,0
1129,2,1,0,187,3691,1,0,43,33957,621,0,1,1,16,10,0,17,1
1130,12,1,0,985,2375,1,1,75,26092,898,2,1,1,86,10,0,26,0
1131,10,5,0,609,1712,0,0,54,37356,149,2,2,0,60,8,0,74,1
1132,9,0,0,923,802,1,0,60,1135,571,1,1,1,91,10,0,96,1
1133,6,5,0,813,7252,0,0,69,34236,355,2,1,1,42,2,0,4,1
1134,2,0,0,104,7767,1,1,48,42419,496,2,1,0,88,1,0,2,0
1136,4,1,0,782,7660,0,1,77,47767,165,2,0,1,24,7,0,89,1
1137,2,4,0,1243,6268,0,0,44,49384,903,2,2,0,45,7,0,28,0
1138,4,0,0,1138,7013,0,0,30,37356,668,1,2,1,55,3,0,69,1
1139,10,0,0,314,1389,0,1,47,46184,495,1,2,0,100,5,0,3,0
1140,12,5,0,497,667,1,0,60,29110,548,2,0,1,42,8,0,12,0
1141,3,1,0,660,2786,1,1,47,4960,604,1,1,0,74,6,0,9,0
1142,12,4,0,555,3983,0,0,66,11631,655,2,0,1,45,9,0,81,1
1143,7,4,0,540,7154,0,0,42,48066,927,0,0,0,27,9,0,14,0
1144,10,5,0,249,2774,0,0,60,10994,511,2,2,0,28,7,0,84,0
1145,12,0,0,640,5849,0,0,36,42275,434,0,1,0,66,6,0,75,0
1147,8,4,0,1337,6268,1,0,66,25526,208,2,0,0,89,4,0,34,1
1148,6,2,0,415,4251,0,1,54,34363,853,0,2,0,94,10,0,76,0
1149,4,2,0,1257,7077,0,0,73,34234,880,0,0,0,78,3,0,56,0
1150,2,1,0,499,1244,0,0,32,19972,670,2,1,1,23,1,0,64,0
1151,6,0,0,997,2224,1,0,39,23873,882,0,0,1,97,2,0,34,0
1152,3,5,0,503,4696,0,1,40,17373,323,1,1,0,25,6,0,62,0
1153,8,5,0,799,7078,0,0,66,2560,45,1,1,1,5,7,0,3,1
1154,10,5,0,389,670,1,1,48,35108,414,1,0,1,12,6,0,48,1
1155,3,2,0,991,1597,1,0,46,26689,827,0,2,0,65,1,0,76,1
1156,6,0,0,825,6621,1,0,37,23336,716,0,1,0,3,2,0,13,1
1158,7,4,0,1409,6400,0,1,45,33307,356,2,2,0,10,3,0,77,0
1159,7,2,0,705,1003,0,1,45,36898,603,0,2,1,30,2,0,46,0
1160,0,4,0,1182,6671,0,1,46,29504,262,1,1,0,92,5,0,60,1
1161,9,5,0,1318,2925,1,0,79,46809,916,0,0,0,71,2,0,83,0
1162,4,4,0,295,3317,1,0,34,33228,109,0,2,0,80,3,0,52,0
1163,10,0,0,102,4237,1,1,52,11815,238,1,2,1,85,8,0,70,0
1164,5,0,0,1383,3869,0,0,48,34498,244,2,2,0,33,3,0,78,1
1165,0,0,0,1141,637,1,1,59,15068,640,2,2,0,36,3,0,51,1
1166,7,0,0,965,4358,0,1,56,26962,244,1,1,1,80,6,0,31,0
1167,12,2,0,394,1596,1,0,37,14720,245,0,0,1,87,6,0,3,1
1169,5,2,0,1340,6048,1,0,50,48780,987,1,1,1,87,2,0,4,1
1170,8,1,0,904,6546,1,0,31,21350,296,1,1,1,62,5,0,87,0
1171,11,0,0,522,6905,1,0,66,12470,269,0,1,1,95,9,0,94,1
1172,0,2,0,135,6975,1,1,49,25542,580,0,1,0,65,1,0,15,0
1173,5,4,0,1030,4588,1,1,49,15753,901,0,0,0,66,5,0,17,1
1174,1,0,0,717,2917,0,0,30,13743,420,1,2,1,57,8,0,67,0
1175,6,1,0,481,5648,1,1,74,2835,452,0,1,1,58,3,0,15,0
1176,2,0,0,1328,5666,1,0,73,20813,380,2,0,1,68,10,0,39,0
1177,3,2,0,890,5493,1,1,70,39026,426,2,0,1,17,3,0,57,0
1178,6,4,0,1163,1309,1,1,54,14832,828,0,0,1,62,4,0,15,0
1180,12,4,0,1040,6854,0,1,54,15317,557,1,1,0,74,10,0,62,1
1181,2,5,0,647,1985,1,0,34,44802,681,2,1,1,26,6,0,82,0
1182,10,1,0,1454,563,0,1,49,10967,602,1,2,1,42,4,0,49,0
1183,10,0,0,282,3397,1,0,47,20860,852,2,0,1,38,1,0,33,1
1184,7,5,0,573,5324,0,0,36,32600,167,0,1,0,8,1,0,43,1
1185,5,2,0,1454,2419,0,0,74,22352,54,0,2,1,15,9,0,49,1
1186,8,2,0,369,840,1,0,38,45029,404,1,1,0,25,1,0,53,0
1187,12,5,0,101,2812,1,1,37,9552,9,1,2,1,63,6,0,16,1
1188,5,5,0,1080,4589,0,1,54,4695,107,2,2,1,65,6,0,76,0
1189,2,3,0,1044,5340,1,1,41,98,925,0,1,1,94,1,0,32,0
1191,5,1,0,458,4765,0,1,45,36314,441,2,0,0,54,8,0,45,0
1192,10,0,0,1063,2740,1,0,46,36285,507,0,2,0,29,9,0,80,0
1193,3,4,0,544,2280,1,0,34,31081,811,1,1,1,49,2,0,33,1
1194,12,3,0,885,4755,0,0,45,1643,897,1,1,1,57,1,0,29,1
1195,1,0,0,1369,553,0,0,71,44464,765,1,2,1,4,10,0,56,1
1196,8,1,0,1287,1488,1,0,34,21096,567,1,1,0,13,9,0,60,0
1197,3,1,0,962,6497,1,1,35,23824,976,0,0,0,92,2,0,56,1
1198,2,4,0,393,2140,1,1,71,7845,100,1,2,1,55,3,0,14,0
1199,3,1,0,104,2013,0,0,65,42817,884,0,2,0,21,3,0,91,0
1200,6,4,0,1205,4769,1,1,45,39210,23,2,0,1,44,3,0,92,0
1202,4,5,0,1193,1320,1,0,43,45553,179,2,0,0,81,5,0,38,0
1203,2,0,0,1320,4427,0,0,34,34391,976,2,2,0,85,10,0,69,1
1204,4,4,0,315,5739,0,1,61,10698,545,1,1,1,64,5,0,67,1
1205,2,2,0,275,4232,1,0,34,7666,122,1,0,0,9,1,0,14,0
1206,8,3,0,355,7426,0,1,67,1900,392,0,1,1,78,9,0,59,0
1207,8,0,0,471,5802,0,1,77,48860,313,2,1,0,36,6,0,7,0
1208,10,5,0,511,5399,1,0,57,25786,755,2,1,0,20,6,0,55,0
1209,3,0,0,776,7167,1,0,43,3179,178,0,0,0,69,10,0,31,0
1210,11,1,0,771,5857,1,1,56,48863,558,1,2,1,71,1,0,73,1
1211,8,1,0,796,6414,0,0,32,21688,597,1,0,0,9,10,0,55,0
1213,11,0,0,148,3467,1,1,52,32777,178,2,2,1,59,1,0,22,0
1214,8,3,0,1002,2004,1,1,59,8674,853,1,2,1,49,5,0,86,0
1215,5,3,0,485,1959,1,1,59,19366,933,1,1,0,15,8,0,15,1
1216,9,3,0,907,4726,1,0,42,17130,578,1,0,0,63,2,0,60,1
1217,7,2,0,143,625,0,0,39,26481,883,1,1,0,47,4,0,31,1
1218,12,1,0,315,1816,0,1,36,26632,160,0,0,1,46,9,0,84,0
1219,6,3,0,1422,5560,0,0,73,20615,918,1,1,0,57,3,0,74,1
1220,7,5,0,695,6992,1,0,38,43007,575,1,0,1,39,5,0,79,0
1221,11,3,0,601,6465,1,0,35,3889,411,0,2,0,32,5,0,87,1
1222,7,2,0,1285,7239,1,1,43,16106,993,2,2,1,27,6,0,29,0
1225,10,4,0,454,2442,0,0,78,38782,670,2,0,0,81,4,0,10,0
1226,3,3,0,410,6774,0,1,46,41885,52,0,1,1,9,5,0,0,0
1227,2,4,0,353,3789,1,0,70,37372,804,2,2,0,78,4,0,70,0
1228,7,0,0,624,2916,0,0,73,24192,186,0,1,0,23,10,0,72,1
1229,6,0,0,259,2700,1,0,56,34289,746,1,2,0,20,7,0,8,1
1230,2,1,0,196,3051,0,1,70,40006,532,2,1,1,40,4,0,63,0
1231,7,3,0,924,1659,0,0,55,36970,890,0,1,1,70,9,0,8,1
1232,6,2,0,565,4372,1,1,45,4939,557,1,0,0,21,2,0,71,1
1233,2,0,0,1406,7417,0,0,56,24703,317,1,2,1,43,8,0,52,1
1234,7,4,0,1115,3473,0,0,63,38913,451,0,2,0,68,5,0,45,0
1236,11,2,0,194,4621,0,1,70,24859,974,0,2,1,21,4,0,99,1
1237,1,4,0,343,7183,0,1,57,44102,678,1,0,0,56,2,0,0,1
1238,5,1,1,233,5645,1,0,47,10441,609,1,2,0,86,2,0,55,0
1239,8,2,0,312,6749,1,0,32,41027,354,2,2,1,5,2,0,25,0
1240,1,4,0,471,4763,1,1,59,16438,712,0,2,0,56,4,0,58,1
1241,9,2,0,320,3744,1,1,65,13402,341,0,1,1,5,9,0,63,1
1242,8,4,0,302,3453,0,0,55,7830,930,0,0,0,31,2,0,90,1
1243,0,3,0,106,4027,1,0,63,25977,767,1,2,0,67,9,0,36,0
1244,3,5,0,738,3824,1,1,37,6549,582,0,0,0,81,2,0,70,1
1245,5,2,0,1020,3544,1,0,43,18228,253,1,0,0,71,9,0,8,0
1247,2,0,0,1192,863,1,0,66,34679,650,0,2,0,35,9,0,92,0
1248,8,0,0,995,5814,1,0,45,30485,520,1,0,0,0,6,0,53,1
1249,0,5,0,171,1839,1,1,62,23674,175,2,2,0,97,7,0,58,0
1250,0,5,0,963,6848,1,1,63,26493,220,1,0,0,90,5,0,17,1
1251,5,4,0,1350,1416,1,0,65,36110,547,2,2,1,45,5,0,81,0
1252,11,2,0,964,1177,0,0,51,13924,2,2,2,1,20,10,0,55,1
1253,3,1,0,783,4227,0,1,61,23832,389,1,0,0,21,7,0,0,1
1254,10,3,0,585,4298,1,0,45,8922,249,1,0,0,44,10,0,45,1
1255,12,5,0,436,6176,0,1,53,46964,509,0,1,0,96,9,0,86,1
1256,11,1,0,248,7870,0,1,46,22751,177,2,0,1,0,6,0,9,0
1258,11,2,0,263,7038,0,1,54,22934,750,0,1,1,20,6,0,35,0
1259,5,3,0,1304,3010,0,1,43,559,498,2,2,1,92,5,0,11,0
1260,11,4,0,1300,6682,1,0,65,28402,242,0,1,0,22,6,0,39,0
1261,4,1,0,322,2240,0,0,40,47488,488,1,2,0,30,7,0,30,0
1262,0,0,0,179,3304,1,1,69,22879,462,0,1,0,75,5,0,94,1
1263,1,5,0,114,5290,0,1,66,43802,587,2,0,1,52,8,0,49,0
1264,4,4,0,336,2574,0,0,76,46217,178,1,1,0,43,10,0,66,1
1265,4,5,0,543,3885,1,1,38,29000,358,1,1,1,87,6,0,13,0
1266,5,5,0,1086,7163,0,1,70,21695,834,2,2,0,90,5,0,14,0
1267,10,5,0,303,4149,0,0,36,43404,209,1,0,1,84,1,0,91,0
1269,5,1,0,1266,6056,1,1,35,41673,85,2,1,1,12,3,0,39,0
1270,1,3,0,378,6097,0,1,69,4437,106,2,2,1,64,10,0,81,0
1271,3,5,0,1113,5811,1,0,48,40508,848,0,1,0,34,4,0,21,0
1272,6,4,0,782,4485,1,1,47,17531,23,1,1,0,12,8,0,99,1
1273,7,5,0,711,2964,0,0,51,45505,748,1,2,0,24,9,0,18,0
1274,5,5,0,923,4106,1,0,63,16808,908,0,1,1,93,2,0,64,0
1275,8,0,0,1359,4152,1,1,56,39186,278,1,0,0,59,3,0,73,1
1276,6,3,0,672,1588,1,1,56,2578,335,0,0,0,18,7,0,92,0
1277,12,0,0,507,1848,0,0,69,16739,874,0,0,0,56,7,0,16,1
1278,5,2,0,1359,4596,1,0,72,29544,84,1,2,1,5,8,0,38,1
1280,3,5,0,334,7777,0,1,45,11424,474,1,2,1,63,3,0,21,0
1281,11,2,0,1009,3428,0,1,68,27049,423,1,0,0,16,2,0,69,0
1282,8,3,0,1188,5871,0,0,47,47780,306,1,0,1,86,5,0,26,0
1283,12,3,0,660,6213,1,0,39,45169,793,2,0,0,41,2,0,89,1
1284,6,1,0,1057,7692,1,1,69,17928,718,0,1,1,46,8,0,36,1
1285,12,4,1,1177,1570,0,1,34,23787,508,2,1,0,90,2,0,38,0
1286,7,0,0,728,3650,0,0,49,19637,722,2,0,0,14,5,0,13,0
1287,7,5,0,616,1859,0,0,50,19610,280,2,2,0,57,3,0,10,1
1288,3,0,0,1152,5618,0,1,48,15733,758,1,0,1,9,2,0,56,1
1289,11,3,0,566,4584,0,0,43,34711,204,0,2,1,39,6,0,40,1
1291,7,0,0,1460,7859,1,1,65,20575,152,2,2,1,75,4,0,55,1
1292,12,3,0,170,5923,1,1,60,37001,695,1,0,1,36,9,0,40,0
1293,10,4,0,1254,1111,1,0,62,14448,853,0,1,1,5,4,0,92,0
1294,3,5,0,546,6538,0,0,75,38665,982,2,2,1,20,2,0,77,1
1295,4,4,0,254,6137,0,0,61,200,119,0,1,1,71,4,0,92,0
1296,2,3,0,1419,1815,0,1,36,32102,750,0,2,0,42,1,0,59,1
1297,9,1,0,1441,859,1,1,43,18976,84,2,0,1,73,4,0,87,1
1298,12,5,0,680,5083,1,1,42,37050,39,2,0,0,5,9,0,80,0
1299,5,2,0,1231,2718,0,1,77,25297,633,1,1,0,5,4,0,52,1
1300,11,2,0,913,1392,1,1,34,25814,266,1,1,0,81,1,0,45,0
1302,12,0,0,203,2839,1,0,65,19365,746,0,0,0,24,1,0,3,1
1303,11,3,0,1220,1384,1,0,70,21451,934,1,1,1,28,6,0,86,1
1304,9,2,0,1025,5175,0,1,75,36281,270,1,0,1,98,1,0,97,0
1305,12,2,0,138,2407,1,1,54,41163,289,2,1,1,20,9,0,26,1
1306,12,0,0,1421,4398,0,1,71,43060,482,0,2,1,7,1,0,10,1
1307,8,3,0,961,6054,1,1,77,11385,286,2,1,1,34,5,0,25,1
1308,3,0,0,392,4946,0,1,35,14156,490,0,0,0,16,1,0,52,0
1309,0,3,0,714,6072,1,0,69,38451,194,0,2,1,69,2,0,14,0
1310,7,4,0,1178,3344,0,1,49,38016,290,2,0,1,6,10,0,87,1
1311,1,0,0,1445,6740,1,0,36,4527,667,0,0,1,47,1,0,6,1
1313,8,5,0,1247,7099,0,1,48,18158,360,0,2,1,0,6,0,3,1
1314,9,4,0,711,1124,0,0,44,8681,607,1,2,1,73,2,0,77,0
1315,5,1,0,594,2628,1,0,54,43987,663,0,1,1,11,10,0,44,0
1316,7,5,0,1104,7889,1,0,53,10261,737,0,2,1,81,4,0,77,0
1317,3,5,0,235,7081,0,0,34,28861,582,0,2,1,45,6,0,6,1
1318,7,1,0,1115,1783,0,0,63,12505,336,1,2,0,4,5,0,92,1
1319,2,3,0,244,3941,0,0,45,12808,770,0,2,0,46,6,0,36,0
1320,10,4,0,224,5874,0,0,52,9535,148,2,1,0,13,5,0,68,0
1321,8,3,0,723,4028,0,1,53,48263,772,1,0,1,98,9,0,11,0
1322,3,1,0,440,5992,1,0,61,23288,9,1,2,0,67,4,0,54,0
1324,11,4,0,806,1997,0,0,57,37001,262,1,2,0,65,4,0,16,1
1325,6,3,0,426,7518,0,1,66,49638,491,0,0,1,24,10,0,7,0
1326,1,4,0,330,700,1,1,52,13025,757,0,1,1,3,10,0,74,0
1327,6,3,0,738,4834,0,1,77,23442,900,0,0,0,79,6,0,67,1
1328,5,4,0,920,3340,1,1,55,11768,423,0,0,0,19,4,0,19,0
1329,0,4,0,878,1690,0,0,32,42988,623,0,0,0,71,5,0,77,0
1330,7,0,0,969,7122,1,1,64,49232,692,1,2,1,80,3,0,25,1
1331,10,1,0,340,5238,1,1,31,35634,283,2,0,0,49,4,0,76,1
1332,1,4,0,355,1829,0,1,53,20737,497,0,1,1,41,3,0,37,0
1333,9,3,0,1286,2104,0,0,67,22998,305,0,1,0,96,7,1,47,1
1336,0,5,0,408,695,0,0,75,29669,665,1,0,0,13,6,0,55,0
1337,3,1,0,610,816,1,1,40,7639,248,2,2,0,67,5,0,90,0
1338,1,4,0,1204,5741,1,1,48,46469,327,2,2,0,12,5,0,89,1
1339,12,5,0,499,4292,0,1,70,24762,189,0,1,1,68,3,0,93,0
1340,10,4,0,172,1360,1,1,78,45637,335,0,1,0,39,10,0,36,0
1341,5,0,0,1270,4143,1,0,30,38680,927,1,0,0,71,1,0,17,1
1342,7,0,0,615,7935,1,1,79,22999,200,0,1,1,59,3,0,67,0
1343,1,2,0,620,1429,1,0,48,3417,89,0,2,1,55,5,0,46,0
1344,8,4,0,736,2583,1,0,67,34200,146,1,1,0,37,6,0,30,0
1345,9,2,0,212,685,1,0,36,18489,535,0,0,0,65,6,0,55,1
1347,5,4,-1,1016,4142,0,0,68,2501,995,1,0,1,11,3,0,22,0
1348,0,4,0,921,7091,1,0,48,1238,614,2,1,0,21,6,0,53,0
1349,1,5,0,294,6959,1,1,60,28959,909,0,0,0,8,9,0,54,0
1350,12,5,0,1358,1135,0,1,72,41229,928,1,1,1,50,4,0,52,1
1351,9,0,0,1327,6030,1,1,35,32909,566,0,2,1,95,3,0,60,0
1352,11,3,0,1288,1732,1,1,68,23552,794,1,1,1,16,9,0,13,0
1353,12,3,0,481,7471,1,0,67,1349,464,2,2,0,66,3,0,95,0
1354,8,3,0,241,6420,1,0,55,26290,791,2,2,0,30,8,0,12,1
1355,6,1,0,134,5794,0,1,37,29534,138,0,0,1,23,9,0,27,0
1356,7,1,0,291,1074,1,1,68,47827,565,2,2,1,19,6,0,34,0
1358,1,0,0,1174,6027,0,1,41,28824,770,2,0,0,22,7,0,92,0
1359,0,1,0,506,3617,0,1,54,36590,569,2,0,0,7,1,0,3,0
1360,3,3,0,1180,5611,1,1,50,12844,509,1,2,1,57,9,0,65,1
1361,10,4,0,864,7235,0,1,34,570,450,1,2,1,53,5,0,18,0
1362,7,5,0,878,6050,1,1,35,18355,763,1,2,0,50,8,0,36,1
1363,8,2,0,1316,6422,0,1,35,20121,401,2,2,1,65,3,0,79,1
1364,2,0,0,1233,5079,1,1,31,17350,973,1,0,0,78,9,0,43,1
1365,11,1,0,1231,6552,0,1,41,45124,603,2,2,1,79,6,0,84,0
1366,8,1,0,895,4094,1,0,36,31053,236,0,0,0,44,8,0,84,1
1367,9,5,0,925,5883,1,0,38,28015,72,0,2,1,18,4,0,70,0
1369,10,5,0,652,5519,1,1,73,37918,684,0,0,1,93,9,0,30,0
1370,6,0,0,1398,2793,0,1,36,42818,602,1,1,1,37,1,0,32,0
1371,11,2,0,1083,2774,1,0,34,4776,33,1,2,1,28,10,0,25,0
1372,2,3,0,556,2020,1,0,72,8503,90,0,2,0,59,8,0,79,0
1373,8,0,0,504,2539,0,0,63,46675,115,0,0,0,29,3,0,22,0
1374,5,1,0,376,2308,0,1,48,43356,832,0,0,0,52,2,0,48,0
1375,6,2,0,1441,5389,0,0,71,48768,489,1,1,1,96,4,0,78,1
1376,7,5,0,1223,7677,0,0,59,21636,343,1,2,0,56,6,0,84,1
1377,8,0,0,1156,3921,0,0,63,1467,282,1,1,0,12,4,0,0,0
1378,3,3,0,1410,1186,0,0,41,48471,980,1,2,0,80,10,0,41,0
1380,1,3,0,606,806,1,0,60,23127,919,0,2,0,62,9,0,28,1
1381,10,4,0,517,6589,0,0,47,20154,620,1,0,1,44,3,0,47,1
1382,11,5,0,130,2571,1,0,35,42311,38,2,2,1,55,5,0,8,1
