Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval
68761,356,15276,8,1,1
183124,551,134992,14,0,1
199352,416,52930,18,0,1
75355,381,1705,64,1,1
123433,588,93054,27,1,1
151480,573,67686,23,1,1
157875,824,46830,15,1,1
141960,788,13970,7,1,1
140089,600,9786,23,0,0
174378,481,93890,11,0,1
161271,509,100867,8,1,1
124257,701,56791,31,1,1
24650,321,7136,81,1,1
35851,533,11382,23,0,1
44584,398,12036,51,0,1
126693,682,30223,8,0,0
66604,589,25481,66,1,1
33905,554,25678,136,1,1
27936,576,19587,166,0,1
34086,608,7750,75,1,1
136449,707,19805,7,1,1
148690,685,15881,10,0,0
98648,628,9945,31,1,1
51586,652,34561,34,0,1
166400,671,18402,12,0,0
28358,832,19906,94,0,1
32512,330,10164,50,0,1
28391,520,9242,110,0,1
148692,554,11174,12,0,0
186067,452,17411,13,1,1
52483,824,32611,81,1,1
39623,791,20842,90,1,1
188241,481,10191,6,0,1
55595,807,36519,40,0,1
109300,388,45182,33,0,1
199268,731,22018,10,0,0
91790,361,36971,52,1,1
183136,729,84620,25,0,0
122804,475,13046,29,1,1
146939,352,42473,22,1,1
134262,466,58894,14,1,1
141238,398,61700,34,0,1
37258,499,29565,128,0,1
119531,789,88275,4,1,1
20378,430,11595,79,1,1
62159,583,23074,40,0,0
152585,597,1010,11,0,0
178973,808,11482,21,1,1
131053,648,41306,32,0,0
128687,611,86344,34,1,1
177868,498,3020,9,0,1
63742,687,27388,64,1,1
189914,511,97219,18,1,1
159276,676,43949,14,1,1
105012,519,77020,5,0,1
129720,594,3367,14,0,0
53807,453,23676,30,1,1
24996,564,5526,39,0,0
123084,613,91729,16,1,1
169945,587,97958,15,1,1
45701,593,10875,92,1,1
66482,448,17596,72,1,1
132320,302,73801,13,0,1
35568,792,2994,27,0,0
86864,623,57174,45,1,1
184878,770,63728,25,1,1
178084,550,59678,27,0,1
152506,500,70072,11,1,1
165205,824,105479,11,0,1
154407,425,28576,22,1,1
46868,687,12831,59,0,1
107194,338,84228,34,0,1
162454,802,97043,12,1,1
49886,835,25700,13,1,1
27990,501,10480,66,0,1
35076,704,6045,100,0,1
193713,744,141143,8,0,1
137839,713,60887,24,1,1
128346,753,94323,38,0,1
39722,845,20949,23,0,0
190933,748,113775,11,0,0
28651,670,16922,66,1,1
195278,734,68184,7,0,0
50762,356,16834,40,0,1
165779,783,50232,22,1,1
48488,840,18940,82,0,1
127179,702,28718,8,0,0
25619,709,12938,80,1,1
89313,778,27724,35,1,1
58646,706,46850,82,1,1
22947,776,10799,61,0,1
189957,663,3172,20,0,0
132390,744,22108,31,1,1
24303,634,9758,38,0,0
151916,778,46185,12,1,1
91622,531,43151,25,0,1
96985,701,9060,11,1,1
170437,755,38334,20,0,0
57063,739,25829,44,0,0
83428,542,2373,8,0,1
22912,439,12905,153,0,1
129962,781,91936,25,0,1
30145,626,9262,40,1,1
165251,686,3561,28,0,0
155193,372,100834,9,0,1
109663,306,4315,7,1,1
111221,674,46402,35,0,0
57657,564,21894,37,1,1
108793,487,24789,17,0,1
99615,848,41519,45,1,1
69685,682,6596,68,1,1
167851,503,14577,11,0,1
103055,744,43879,41,0,0
23476,657,15265,205,1,1
23412,741,14474,79,0,1
56747,831,20088,64,0,1
189902,415,119850,4,0,1
118502,534,20040,33,0,1
102305,435,58777,39,1,1
152464,540,103342,3,0,1
34786,669,3448,41,1,1
103995,692,74352,8,0,1
169672,398,108058,8,0,1
163209,662,75351,24,1,1
89060,369,36628,45,1,1
175775,547,113163,23,1,1
140338,371,102026,32,0,1
188156,352,67450,15,1,1
158802,783,45073,4,1,1
60154,530,4099,11,1,1
21777,616,13823,104,0,1
22755,399,8247,61,1,1
129327,704,50148,35,1,1
34495,668,12432,20,0,0
114575,681,57124,30,1,1
160988,517,76095,22,0,1
177768,615,70875,20,0,0
59836,342,22338,29,0,1
168510,696,33702,3,0,0
139424,732,66154,16,0,0
69097,557,43750,71,0,1
41144,403,27653,23,0,1
134518,726,18518,36,0,0
137969,496,73379,33,0,1
85359,307,32898,52,0,1
116991,466,65326,18,0,1
100920,695,26701,19,0,0
136123,570,21107,34,1,1
103857,713,52470,39,1,1
28931,641,2334,142,0,1
114452,658,72365,16,0,1
142976,681,13128,5,1,1
77900,641,36419,44,0,0
146061,764,94378,31,1,1
93936,843,16002,41,1,1
97322,577,54260,33,0,0
86201,413,13216,40,0,1
126606,672,19546,25,1,1
132248,849,48452,31,1,1
194862,640,105607,10,0,0
150097,735,48261,22,1,1
64219,534,19453,35,0,1
167074,404,48449,19,0,1
132470,575,41596,29,0,0
189903,701,82802,5,1,1
163829,829,53939,12,0,0
160901,361,50027,29,0,1
42728,669,14084,24,0,0
110572,741,15322,11,1,1
62953,796,19974,60,1,1
97884,614,76712,35,0,1
64777,479,51450,30,0,1
119683,377,92610,37,1,1
64606,654,36801,60,1,1
91660,501,29241,14,1,1
99799,315,59645,39,1,1
91793,328,26599,37,1,1
170655,729,128691,6,1,1
109534,749,78302,33,0,1
52690,818,19950,39,1,1
106193,427,67327,10,0,1
88341,641,11214,28,0,0
47386,677,34677,28,1,1
101599,557,9738,5,1,1
195857,762,100780,4,1,1
99766,613,28832,26,0,0
111631,483,13631,5,1,1
180700,397,115132,12,0,1
199537,605,92934,5,1,1
69227,786,34928,47,1,1
182291,390,71026,9,0,1
152862,370,82087,3,0,1
49170,683,7693,74,1,1
46650,619,24490,92,0,1
172677,667,50656,15,1,1
120574,337,23916,29,1,1
40417,829,18534,20,1,1
156435,831,51150,6,1,1
56679,779,13804,28,0,0
139452,317,95825,18,1,1
85730,648,31946,6,0,0
119001,302,47873,18,0,1
154119,385,63836,25,0,1
33830,329,17153,49,1,1
56361,767,11900,30,0,0
78191,736,57171,57,1,1
88608,512,51572,16,0,1
173390,349,122720,12,0,1
75271,635,11767,18,1,1
88203,510,46085,9,0,1
69763,612,7327,41,0,0
181107,744,39028,13,1,1
186056,688,7685,4,1,1
142434,561,92836,4,1,1
87728,548,51692,14,1,1
38051,391,15228,47,1,1
101388,350,21498,46,1,1
65438,738,3762,11,1,1
161562,487,25817,9,1,1
114371,773,81742,39,0,1
189417,626,79803,22,1,1
60792,633,43006,15,1,1
147438,629,79182,11,1,1
140172,663,49000,22,1,1
62570,827,45118,61,1,1
72913,848,29059,23,1,1
130997,655,8632,26,0,0
20852,380,3090,76,0,1
78851,828,24359,47,0,0
66806,375,19824,37,0,1
95634,639,38819,36,0,0
156404,505,91850,26,0,1
59502,680,15098,39,0,0
109547,554,23659,24,0,0
36559,801,23291,48,1,1
130094,321,70805,25,0,1
143264,404,63367,19,1,1
47629,317,4042,85,0,1
75925,320,12764,20,0,1
74958,646,7986,38,0,0
129450,824,18877,15,0,0
165617,663,26879,13,1,1
63063,719,42150,31,0,1
53453,416,18306,45,1,1
144467,408,85672,18,0,1
104370,427,52480,43,1,1
135498,805,66541,30,0,0
197994,427,93524,23,0,1
66821,732,20563,60,0,1
65847,702,23131,26,1,1
128664,341,26199,14,1,1
42689,335,30126,64,0,1
84839,480,14132,21,1,1
109321,646,60515,12,1,1
187468,465,100864,24,0,1
76431,637,19624,43,0,0
23812,846,17673,140,0,1
23263,793,15307,179,1,1
169291,522,29373,28,0,1
167314,771,102915,13,0,1
81468,385,46608,54,0,1
57229,596,24742,19,1,1
149614,634,100683,26,1,1
138772,515,27786,19,0,1
144128,335,67151,9,1,1
133897,813,107074,24,1,1
90407,517,12651,10,1,1
37570,360,23742,130,1,1
42080,612,9292,107,1,1
180861,712,77068,15,0,0
24772,648,15383,113,1,1
193805,346,15426,9,0,1
106648,724,74036,7,1,1
179861,762,50558,24,1,1
98484,508,22116,22,0,1
88614,583,22897,30,0,0
110601,743,56608,7,0,0
183727,824,145587,6,0,1
32517,418,5067,79,1,1
96496,302,8809,29,1,1
194386,381,70793,10,1,1
62348,711,28173,31,1,1
67874,475,20871,47,1,1
103956,573,76352,18,0,1
109278,516,53145,40,0,1
53159,559,36184,12,0,1
94232,583,49157,14,0,0
158391,645,25345,29,1,1
151888,481,75500,4,0,1
63375,456,26177,39,1,1
88068,463,6128,45,1,1
62309,308,31673,71,0,1
196705,552,27611,14,1,1
39608,780,22279,69,0,1
50749,750,9865,16,1,1
82716,810,32061,53,0,1
122046,352,85825,20,0,1
145461,653,61392,28,0,0
71986,778,33266,14,0,0
199477,417,61402,13,0,1
26504,307,7106,68,1,1
170833,725,117664,13,1,1
70028,541,7579,13,1,1
175935,724,60454,21,1,1
98940,461,55034,14,1,1
42783,676,14911,58,0,1
74092,618,8700,57,0,1
113266,690,45907,41,0,0
133273,808,28152,8,1,1
129763,500,11940,20,1,1
64240,488,50470,60,0,1
56491,632,21237,33,1,1
176129,757,56502,25,1,1
113136,748,42324,30,0,0
110839,480,80616,11,1,1
199140,696,2708,12,1,1
43156,447,6000,41,1,1
30724,459,9561,82,1,1
73574,308,22890,47,0,1
124826,501,66201,11,0,1
190587,575,31153,22,1,1
24329,654,13465,54,1,1
128373,604,61877,12,0,0
69151,715,45840,32,1,1
73136,696,28405,50,1,1
145505,613,63828,21,0,0
176200,826,51982,18,0,0
80939,511,9689,24,1,1
44807,763,12207,11,1,1
51621,694,20438,18,1,1
161575,660,41395,7,1,1
130747,426,97864,24,0,1
162795,589,125328,26,1,1
124419,329,68559,26,0,1
151525,769,42076,27,1,1
100438,386,75135,5,1,1
38333,677,6561,118,0,1
108433,762,79524,36,0,1
107815,344,75508,30,0,1
34377,527,25114,68,1,1
40539,488,5499,20,1,1
26426,442,18306,77,1,1
45523,442,11096,96,0,1
59963,450,3995,29,0,1
117437,453,30400,16,1,1
47672,422,33579,43,1,1
161839,768,21622,27,1,1
122241,748,21496,32,0,0
22015,600,5267,76,1,1
106254,406,34519,23,1,1
118776,646,36488,29,0,0
125626,458,51085,5,0,1
197193,605,33338,21,1,1
33201,477,17840,131,0,1
74653,310,34929,7,1,1
189575,523,32362,22,1,1
171834,418,115822,5,1,1
71123,321,23125,64,0,1
93286,647,37999,9,1,1
64776,751,39705,17,0,1
57246,832,43589,40,1,1
127310,388,50514,38,0,1
66890,579,35054,13,1,1
191647,738,35790,10,0,0
47201,500,1914,78,1,1
194255,601,10872,5,0,0
127721,462,55315,12,1,1
52027,634,24601,25,0,0
111730,385,31706,29,1,1
155534,375,54918,8,1,1
133699,720,37005,28,1,1
69824,474,41617,71,0,1
35426,482,22262,125,0,1
156685,649,16830,31,0,0
157796,383,109349,8,0,1
94773,693,18254,8,0,0
85531,645,53063,54,0,1
175237,315,71957,6,0,1
49802,443,23059,41,1,1
41385,708,27769,90,1,1
32862,446,4115,105,1,1
141415,841,73712,32,1,1
154370,770,72471,7,0,0
159404,535,66358,15,1,1
111248,390,85987,5,1,1
80973,301,37356,56,0,1
155569,468,29255,7,0,1
98136,823,41769,16,0,0
81358,321,50823,28,1,1
120084,775,83153,33,1,1
105890,722,40363,18,0,0
43969,762,15816,73,0,1
114293,307,34858,7,0,1
43406,388,3869,41,0,1
136206,698,10245,22,1,1
121474,408,90820,25,1,1
128465,618,89395,31,0,1
177106,834,34155,20,1,1
38574,824,18516,30,1,1
178431,443,74606,11,1,1
34615,634,15415,84,0,1
150669,772,11871,10,0,0
71388,713,2677,21,0,0
21994,579,10651,196,0,1
61306,498,41899,15,0,1
135049,357,56506,22,1,1
134786,437,92430,8,1,1
110655,825,86880,19,0,1
146202,340,91942,19,1,1
61663,726,26445,41,1,1
92944,403,57149,53,1,1
122172,729,13468,28,1,1
49393,385,10197,25,0,1
24705,407,1579,158,1,1
168561,496,111824,17,1,1
127290,486,95560,22,1,1
110490,771,11247,29,1,1
82297,492,58131,33,1,1
32365,828,3148,100,1,1
70116,310,14379,30,1,1
62218,807,25487,64,0,1
52472,303,16757,17,0,1
168173,522,4588,3,1,1
32435,553,14774,114,1,1
192051,316,80701,6,0,1
133417,640,20405,3,1,1
163725,800,89155,4,0,0
180061,357,121835,7,0,1
122474,497,80250,25,0,1
155354,497,56047,25,1,1
161763,492,18443,18,1,1
40846,722,13741,43,1,1
37424,766,11429,93,0,1
198542,606,48164,24,1,1
113720,578,83905,35,1,1
162656,390,84431,30,1,1
56243,564,11738,47,1,1
29292,670,18472,25,1,1
108596,341,57355,24,0,1
97409,847,72234,10,1,1
155422,676,14293,4,0,0
171256,505,121927,23,0,1
92975,382,23051,26,0,1
83113,583,54448,55,1,1
164731,478,87999,24,0,1
24364,599,6796,125,1,1
159709,747,105257,11,1,1
68487,520,44463,46,0,1
79568,538,33869,10,0,1
100165,626,41617,24,1,1
94268,554,9236,17,0,0
97572,696,55865,42,0,0
140716,492,103474,6,1,1
170181,377,132323,24,1,1
136894,729,61997,6,0,0
50959,394,15115,14,1,1
62726,626,46424,58,1,1
38077,358,20499,120,0,1
158064,326,60458,17,1,1
26109,324,9415,32,1,1
39319,652,28900,83,1,1
30816,683,6124,111,1,1
133719,458,3849,12,0,1
138227,626,75480,29,0,0
167967,322,51825,15,1,1
50809,532,32333,92,1,1
194336,767,2260,8,0,0
93199,831,26335,48,0,0
189882,776,96855,19,1,1
144742,577,51851,20,1,1
68820,583,50964,18,1,1
94165,459,74603,34,0,1
135686,667,84043,26,1,1
110312,842,58539,24,1,1
98459,675,77253,10,0,1
56056,759,16864,75,1,1
161075,430,81861,29,1,1
124467,654,25063,11,1,1
105521,410,73190,10,1,1
159013,702,35024,13,0,0
94618,789,64598,51,1,1
136639,717,77571,13,1,1
24776,497,18166,37,1,1
150365,798,55811,28,0,0
194945,817,101143,20,1,1
65801,309,45960,40,0,1
143382,847,53879,17,0,0
38264,714,9580,48,1,1
44285,844,21839,71,0,1
81005,387,5173,16,1,1
197381,539,33861,19,1,1
159367,740,67716,30,1,1
48323,559,27860,69,0,1
149537,314,75274,18,0,1
141402,337,107801,8,1,1
63243,488,21200,48,0,1
88934,695,44889,33,0,0
147485,763,42571,12,0,0
162343,544,1745,8,0,1
141405,427,29090,7,0,1
33157,361,3695,43,1,1
33499,332,9323,119,1,1
107258,668,64686,31,0,1
200000,521,147905,7,0,1
178970,369,34395,9,0,1
129023,699,96210,33,1,1
85264,666,2301,51,1,1
177397,828,55084,21,0,0
102743,822,44896,22,1,1
144305,409,25845,32,1,1
183873,447,79343,11,1,1
92512,656,72015,45,0,1
119510,708,76191,5,1,1
157483,503,108004,5,1,1
131591,597,95437,23,1,1
159439,811,36073,10,1,1
121932,548,19652,8,1,1
31240,476,11017,112,0,1
174374,828,21966,6,0,0
29977,486,12181,32,0,1
189195,819,21516,14,0,0
153595,585,43559,4,1,1
121634,639,31137,13,1,1
20320,850,9161,170,1,1
40265,355,7738,19,0,1
132960,327,32708,27,1,1
153556,593,22071,13,1,1
87262,844,56340,28,1,1
40349,363,5598,46,0,1
162805,662,32811,13,1,1
146118,541,98909,5,1,1
161049,478,82391,6,1,1
109463,729,20466,37,0,0
74010,395,45587,18,0,1
113248,674,66774,33,0,0
74002,321,36615,49,0,1
49115,430,31629,54,0,1
138104,359,66302,25,0,1
86494,651,62459,28,1,1
38192,405,28513,52,0,1
128846,839,28641,28,0,0
54214,605,26375,28,1,1
177649,739,74336,11,1,1
95160,680,29013,40,0,0
170087,314,91753,10,1,1
144841,438,25956,20,0,1
111743,335,65340,15,0,1
121939,613,15476,14,0,0
81690,749,61905,19,0,1
85383,745,41313,37,1,1
119289,620,94115,35,0,1
167639,714,71018,28,0,0
110568,723,25760,13,1,1
65131,374,8912,15,1,1
199954,345,11508,2,0,1
53509,356,16452,53,0,1
31145,540,24543,137,1,1
32923,841,18312,128,0,1
131324,692,59587,7,0,0
44159,592,12885,81,1,1
112391,402,64843,11,0,1
122804,728,8639,21,1,1
159159,814,61561,18,1,1
67922,776,8937,26,1,1
82553,656,11074,10,1,1
24092,703,5149,74,1,1
196242,657,73190,7,0,0
179492,563,83303,26,1,1
120031,849,50662,26,1,1
186586,560,32485,17,1,1
152389,612,3273,3,0,0
48767,516,18242,69,0,1
153845,577,96900,24,0,1
144440,546,107394,26,0,1
67302,450,48417,39,0,1
146060,737,85174,10,0,0
81685,575,3910,32,0,0
92336,421,65724,38,1,1
141063,731,11290,23,0,0
29368,319,20610,95,0,1
158850,690,85426,9,1,1
179485,544,57425,25,0,1
153222,387,8352,15,0,1
174361,698,23595,11,1,1
186031,659,138808,26,0,1
151956,792,66310,19,1,1
106112,400,15371,17,0,1
70483,802,44600,12,1,1
87140,697,42901,46,0,0
195013,502,142996,23,0,1
152789,675,40103,32,0,0
66390,531,27407,23,1,1
138900,347,62595,6,1,1
79910,798,3491,60,0,1
130686,670,53642,13,0,0
97206,798,25096,10,1,1
40713,338,6105,98,1,1
189681,792,83195,18,1,1
133842,322,16181,18,1,1
22801,668,14203,132,0,1
165784,491,34990,24,0,1
146042,620,57462,25,1,1
114645,543,77698,5,1,1
78513,502,13991,37,0,1
171585,437,107971,22,0,1
199842,713,125483,6,1,1
162991,742,33812,11,1,1
175048,691,45454,13,0,0
129064,456,102417,21,1,1
83072,355,13985,6,1,1
35482,771,14294,82,0,1
95981,399,67447,7,1,1
96090,545,25434,11,1,1
138689,753,103681,27,0,1
32342,808,23465,133,0,1
151581,380,12656,27,1,1
42551,802,7146,81,0,1
79220,591,12436,9,0,0
77350,747,33643,12,1,1
139276,567,63092,8,0,0
91301,841,3355,5,0,0
24026,392,8824,82,0,1
50784,582,39585,80,0,1
22104,381,9101,50,0,1
113120,379,20660,38,1,1
58602,572,17371,40,1,1
95758,630,10895,31,1,1
167030,401,52396,17,0,1
106060,753,64882,23,0,1
96415,827,16558,36,0,0
153930,529,69442,12,0,1
111106,732,75260,11,1,1
186476,687,19476,21,0,0
125687,721,81867,39,0,1
170487,461,119754,20,0,1
186216,734,94084,15,1,1
161302,734,111083,18,1,1
193960,627,122629,22,1,1
146458,519,104847,33,0,1
141207,625,96992,5,1,1
54893,496,17265,87,1,1
78714,544,31646,29,1,1
194139,479,131746,17,1,1
137649,353,33228,24,1,1
125549,303,21369,22,0,1
75079,438,17288,12,0,1
187297,640,116032,20,0,1
157700,315,94618,10,0,1
107469,811,82067,28,0,1
154235,835,29218,26,1,1
134986,370,79802,36,0,1
53396,492,6446,93,1,1
78942,613,41937,30,0,0
101338,765,72559,5,1,1
124071,799,15654,10,1,1
96846,841,42444,47,1,1
87134,506,49976,37,0,1
47359,727,26676,30,1,1
89729,311,50733,42,0,1
34891,385,5675,60,0,1
124368,734,9108,27,0,0
153906,776,61917,8,0,0
90192,641,21800,49,0,0
40580,828,19032,110,0,1
65213,380,7857,32,1,1
102098,335,41952,17,1,1
186197,392,63369,19,1,1
146477,562,37546,7,1,1
115476,607,12257,22,0,0
74117,648,39470,38,0,0
99087,389,54826,28,1,1
26162,501,7547,114,0,1
128021,615,53378,29,1,1
34288,757,9582,70,0,1
67017,624,1094,71,0,1
128323,674,53116,15,1,1
25159,702,15259,189,1,1
147256,819,13987,31,0,0
36909,616,5905,74,1,1
163538,743,102040,14,0,1
76642,654,38404,8,0,0
71468,659,55622,13,1,1
119252,513,21108,37,1,1
115417,400,19976,15,1,1
32888,335,21258,74,0,1
132528,586,68691,15,1,1
26783,400,6184,159,0,1
32766,397,7922,91,0,1
192704,549,34312,15,1,1
55152,738,33086,52,0,1
179260,472,29348,13,0,1
75551,302,29023,8,0,1
159462,415,28767,24,0,1
115434,418,65732,27,0,1
138002,709,90389,9,1,1
148831,387,62911,7,0,1
82166,533,38027,32,0,1
74936,670,6394,24,1,1
112333,742,72225,14,1,1
101552,662,3880,45,1,1
170604,559,70850,6,1,1
43608,739,11865,94,0,1
160551,431,38412,14,1,1
45364,709,25601,39,0,0
21024,517,8067,186,1,1
80473,444,15267,19,0,1
86112,462,27208,38,1,1
122955,824,21782,8,1,1
47270,600,9937,58,1,1
93430,788,1973,29,1,1
142053,589,59036,7,1,1
76316,579,6109,29,0,0
140125,606,96961,34,0,1
104342,486,29433,26,0,1
185690,431,79356,12,1,1
80801,584,8779,36,1,1
21352,760,6212,171,1,1
55727,423,30521,46,0,1
131022,482,104770,21,0,1
132407,477,4444,13,1,1
192852,759,33744,17,1,1
163640,787,37929,9,1,1
132630,419,23530,20,0,1
104599,735,18499,39,0,0
153356,479,95970,4,1,1
21130,813,15706,183,0,1
29439,432,6797,96,0,1
189539,580,52257,7,1,1
148742,383,7506,12,0,1
172317,433,3944,25,0,1
42783,323,11998,14,0,1
176679,439,122533,16,0,1
180525,556,45259,10,1,1
80825,482,20637,20,0,1
190078,779,9417,18,0,0
146135,846,65319,8,0,0
32903,688,11740,123,0,1
119936,313,67858,31,1,1
196856,351,86607,20,0,1
42089,491,22171,33,1,1
31910,322,20116,133,1,1
171479,587,27948,7,1,1
117853,363,54183,17,1,1
148017,554,17493,24,1,1
47701,449,28923,53,1,1
73414,575,46786,27,0,1
161814,736,65256,28,0,0
101851,488,45533,41,1,1
41422,609,23003,81,1,1
31656,778,20667,34,0,1
80864,675,15348,21,1,1
111575,452,82987,11,1,1
72951,572,23177,7,0,0
104026,845,57870,39,1,1
48893,578,15499,99,1,1
118404,412,45937,7,1,1
50378,415,33782,77,1,1
176607,417,39783,25,1,1
196007,643,125744,6,0,1
123262,699,41038,26,0,0
78465,390,52709,24,1,1
26080,300,19573,42,0,1
48186,304,17254,66,0,1
91749,577,21828,22,1,1
89601,621,68350,11,0,1
151225,638,9527,17,1,1
110794,591,53521,18,0,0
90705,675,34628,49,0,0
94351,579,69748,8,0,1
28771,305,20220,112,1,1
180753,395,141452,24,0,1
69982,387,31843,44,0,1
120873,594,92748,5,0,1
137166,655,45141,3,0,0
92899,321,16116,41,0,1
137287,412,76395,6,0,1
183537,684,26677,15,0,0
178678,466,142638,3,1,1
76397,810,38959,31,1,1
113682,845,78850,15,0,1
157686,673,51491,21,1,1
168032,551,122168,12,0,1
127563,829,68366,32,0,0
142935,684,89031,32,0,1
35447,382,16215,124,0,1
25997,802,18211,177,0,1
131102,431,95156,16,0,1
107927,843,15938,37,0,0
63362,750,28434,55,0,1
45000,330,33955,76,1,1
53243,569,31690,57,1,1
36016,560,5552,133,1,1
127818,623,13119,29,0,0
87272,605,40495,32,1,1
42996,700,17663,21,0,0
192819,570,6627,3,1,1
189049,607,150806,13,1,1
190174,683,29711,7,1,1
84530,767,7311,22,1,1
122334,711,47743,30,0,0
188890,604,4697,8,0,0
104086,792,78820,41,1,1
126006,655,9611,32,0,0
92732,677,62970,9,1,1
134179,529,6586,19,1,1
32795,405,5556,128,0,1
51394,728,12227,62,0,1
113880,484,1160,28,0,1
184950,758,110224,8,1,1
152365,368,17668,12,1,1
69784,643,53047,68,1,1
138592,305,89016,7,0,1
73019,435,42140,64,0,1
63534,632,15598,78,0,1
124610,782,3237,20,1,1
162748,681,31467,11,0,0
109160,713,67465,22,0,1
128715,481,61390,32,1,1
199945,409,68800,19,0,1
119273,594,20748,35,0,0
59350,724,24844,36,1,1
119144,693,86126,14,0,1
74392,435,7296,20,1,1
32149,777,4134,16,0,0
107663,644,35453,34,0,0
116384,402,14610,14,0,1
96117,315,11217,49,1,1
175422,611,90617,12,1,1
134550,697,99986,32,1,1
110131,506,60154,29,0,1
147273,425,6662,9,0,1
116151,791,17009,19,1,1
119779,652,95518,38,0,1
21524,348,4029,62,1,1
53833,536,7000,64,1,1
101556,533,26246,18,1,1
177113,762,42903,26,0,0
38012,624,21106,36,0,0
22284,517,14817,38,1,1
185295,562,13443,7,0,0
150721,551,6257,6,0,0
180576,417,69789,3,1,1
32596,639,22243,52,0,1
173459,648,110471,17,1,1
43316,321,24482,41,0,1
199737,485,121422,6,0,1
177396,308,90269,8,0,1
100609,574,72276,39,0,1
127272,746,61640,22,1,1
102432,619,75944,18,1,1
165261,402,112071,13,0,1
63565,602,45809,43,0,1
138902,567,93195,31,0,1
126485,334,35781,30,1,1
198441,423,42453,20,0,1
75963,572,18761,65,1,1
139039,609,40815,28,1,1
182340,617,87132,13,0,0
66431,420,25115,69,1,1
182697,395,35735,11,1,1
145737,365,27605,13,0,1
81422,847,29880,16,1,1
193834,706,35683,6,0,0
104559,570,20306,27,1,1
74525,752,55975,21,0,1
142839,751,113815,32,0,1
182583,771,7918,22,0,0
86932,709,52791,47,0,1
145534,651,74815,12,0,0
192831,494,42471,21,0,1
75251,628,29993,7,0,0
99531,844,43184,47,1,1
115222,337,67772,26,0,1
44621,388,28165,50,0,1
151655,641,101867,20,1,1
38716,780,6310,79,1,1
101202,535,17138,37,1,1
115053,719,11916,24,1,1
109903,508,5584,43,0,1
88050,694,32996,21,1,1
105020,590,1432,25,0,0
191819,445,20240,7,1,1
73601,380,4517,18,1,1
34657,832,24346,131,0,1
168341,455,49583,28,0,1
63233,616,33755,15,1,1
175221,749,106868,4,0,1
164886,468,93732,18,1,1
95896,361,3410,51,0,1
147857,526,91544,17,1,1
68571,674,40170,70,1,1
50213,444,15246,21,1,1
69519,353,11603,18,1,1
86186,503,34875,38,1,1
172433,527,17131,20,1,1
186377,636,79234,17,1,1
75189,388,34752,30,0,1
51331,375,18063,88,1,1
67328,319,25574,41,1,1
62657,403,49236,49,1,1
103154,300,51791,14,1,1
23602,661,7833,166,1,1
141263,462,74471,10,1,1
172035,453,107512,23,1,1
171649,841,26678,3,0,0
185787,648,139998,9,1,1
101694,500,42158,6,0,1
131476,405,101318,16,0,1
81225,755,31179,7,0,0
88340,442,6908,7,1,1
68026,600,30002,7,0,0
144173,824,7180,7,1,1
116847,402,79324,23,0,1
89530,474,59604,27,1,1
100822,407,66461,24,0,1
21663,824,8584,179,1,1
40322,631,20984,77,0,1
175067,417,53305,27,1,1
184771,364,146404,16,1,1
100780,789,31884,31,0,0
183338,617,27229,19,1,1
102429,490,40580,36,0,1
119628,802,37459,29,0,0
108113,547,37690,31,1,1
135542,651,27997,23,1,1
119067,603,53044,17,0,0
44744,714,25186,87,1,1
101451,372,16423,36,1,1
149479,608,72780,24,0,0
126632,553,96957,18,0,1
105104,389,17064,5,0,1
63392,835,46457,28,0,1
169844,369,21070,13,0,1
43526,432,6352,18,1,1
142530,564,13221,29,1,1
169071,746,72851,6,0,0
151242,357,97852,11,0,1
87515,629,21199,46,1,1
22293,821,17320,29,0,1
140938,829,104084,33,1,1
90575,497,38762,35,0,1
91961,482,41578,53,1,1
65150,695,8082,70,1,1
124460,715,80502,27,0,1
146822,478,61176,28,0,1
81733,418,43464,48,1,1
153371,720,28274,13,1,1
111856,536,58601,38,1,1
163900,476,118122,25,0,1
154636,629,92809,19,0,1
166046,610,1504,14,0,0
155668,504,91731,20,0,1
164751,582,118546,27,1,1
199477,600,158146,17,0,1
95063,766,11740,27,1,1
148595,470,118172,21,0,1
25522,432,17959,83,0,1
199044,316,46164,2,1,1
22244,731,16785,210,0,1
130607,621,42093,35,0,0
179807,450,48443,8,0,1
53497,826,7782,76,1,1
73686,627,54692,54,0,1
59184,533,33432,26,0,1
99946,565,36117,14,0,0
35178,828,19225,54,0,1
162417,577,123895,24,0,1
76259,496,12564,17,1,1
123596,422,77507,35,1,1
31900,820,17679,34,1,1
58458,413,43150,35,0,1
103363,482,35073,9,1,1
99146,563,18200,34,0,0
27310,352,17905,81,1,1
86649,469,45988,19,1,1
28347,523,9292,131,1,1
157536,517,111079,21,1,1
58026,351,27224,14,0,1
20516,765,4984,180,1,1
146611,672,47626,26,1,1
44543,624,16359,80,0,1
107135,527,28770,35,1,1
68325,552,48406,58,1,1
105595,747,38938,41,1,1
47460,472,35373,74,0,1
197348,344,106071,17,0,1
161809,336,105539,26,1,1
61915,568,9705,77,1,1
131854,418,94930,26,0,1
59643,355,32189,17,0,1
49449,756,22634,52,1,1
139189,770,63903,17,0,0
49328,344,30707,65,1,1
88268,820,6564,47,1,1
124481,799,65443,37,0,0
24757,469,5441,96,0,1
22544,519,10917,87,0,1
